,0
140,201269.45360709354
141,385379.91676333244
142,916701.8536951839
143,633599.784469923
144,93868.331230385
145,378906.80330743466
146,2258335.240593784
147,562290.1575061446
148,-78083.31427577688
149,657052.4249003637
150,115281.41012761497
151,1204365.7545188582
152,528603.8333665963
153,701398.0649898269
154,1664301.6685289848
155,213236.43803666666
156,469773.7425445495
157,611722.1881682883
158,558797.0173529214
159,132052.365882047
160,420067.0424743687
161,1333782.4112392515
162,554414.142110885
163,634431.7822556642
164,288728.6299072609
165,1282874.163127997
166,245954.3013373075
167,111315.27559355315
168,644127.7437283085
169,196569.4025794083
170,480177.73322284874
171,61311.4882944221
172,980241.2188866524
173,388118.71608346945
174,455767.5856797156
175,146897.2505229892
176,931516.0629726838
177,696471.1869523264
178,109279.8291537239
179,163588.07973252563
180,284238.6423119554
181,-40199.754583247995
182,1230344.834783467
183,541004.6908049465
184,388412.60341529653
185,297517.9583578701
186,734421.9152767266
187,569169.6628545352
188,609538.6128750747
189,421759.0053438061
190,578039.0783998818
191,166466.426092649
192,206060.98614971514
193,94968.01408065832
194,321127.47941490496
195,381731.42953617254
196,419538.1942251548
197,276853.5970557202
198,558873.0831575202
199,809467.3763681195
200,900116.1484164483
201,828162.3924597387
202,1271393.881962163
203,635171.1204054978
204,695591.6576004017
205,194962.26284690917
206,464417.10586152144
207,336086.3502398188
208,564570.7553257727
209,234628.7903627496
210,203027.28819196194
211,989738.1084680854
212,589562.5982986582
213,1286513.3348767986
214,251539.75037827442
215,136176.78245948005
216,690902.1562081482
217,366166.3029404478
218,375789.02291799686
219,165049.27851412364
220,146119.23757739167
221,978577.0608458325
222,569129.7411681701
223,786911.8997379657
224,532163.2076954973
225,258267.7801233413
226,288230.32078952924
227,114553.06620859698
228,216825.66961804364
229,126946.49359235755
230,226706.21289062488
231,666301.172753592
232,1069044.763821656
233,825335.1960057743
234,131878.38099598966
235,1174874.9247222114
236,491361.5097671321
237,585614.9274800819
238,875785.5740559116
239,931683.9908102817
240,530319.325308407
241,478364.5339560588
242,435812.27073207125
243,690038.2477529586
244,564851.9954213381
245,865406.6304797818
246,262403.18070770975
247,531285.5556174633
248,392745.0279056757
249,876702.5327049746
250,976123.4260668525
251,888819.9838589208
252,508951.66642169806
253,897863.5480757601
254,1386259.8147702296
255,624729.4071450983
256,76471.7086194384
257,438248.4042973446
258,1054454.901758913
259,493173.94013799424
260,631134.5457809872
261,651229.8437060294
262,303541.7605431217
263,827138.4389692658
264,797785.8166057132
265,451579.7216657433
266,357544.6781099872
267,719238.2570157929
268,616578.0993873578
269,542092.8668037894
270,1754153.7720522801
271,753962.4297215714
272,515953.8431318712
273,762580.570684566
274,571716.4986742781
275,770192.0528396141
276,271041.25873364054
277,1010726.5862714023
278,613720.6183697531
279,267014.0357376183
280,553948.3748202928
281,547129.224241562
282,431220.33042914525
283,654662.5524276381
284,257410.94134441804
285,203871.65663988068
286,389035.94447978796
287,414010.971234943
288,393655.81622641906
289,1312168.8413139954
290,406112.476441802
291,307732.74922450236
292,491390.6242033427
293,401564.3352203672
294,473986.7000180357
295,903131.4625624743
296,962783.1416325761
297,521241.15333023644
298,249476.58860538685
299,835534.130900252
300,794467.1587889636
301,38123.85734584805
302,207226.40081843763
303,950143.8011230029
304,1237395.1603543865
305,619631.6073642619
306,830762.261314931
307,270596.61196289625
308,878404.9997341327
309,347345.2177538868
310,552371.7237721398
311,-51039.260359236156
312,297698.42031962366
313,130391.67559558782
314,349760.13241444295
315,246910.7926323159
316,505944.32534065587
317,607313.3844820944
318,202927.01702238625
319,745818.6828372565
320,1944129.5946602947
321,463576.3702500133
322,434280.8967589983
323,64625.12511221226
324,429688.16407583083
325,885986.9198363785
326,861064.368928267
327,755600.816149601
328,514127.9109527628
329,1351063.3105339245
330,68782.68154671049
331,317571.7463430086
332,174490.11475899984
333,568243.1423011794
334,597823.1293395244
335,449761.52565210336
336,279590.1874924641
337,-61964.343641425716
338,746756.6356458948
339,548811.6622588742
340,354481.7362517506
341,381991.7078933454
342,619333.3256506843
343,858104.5836591081
344,700930.3973855653
345,269860.994041939
346,166532.48042361805
347,67106.43321099761
348,727341.6681809467
349,405674.15151845466
350,290211.2295589433
351,427810.0683137828
352,389135.65406792937
353,1072265.726990643
354,342852.30452558026
355,211107.9457624955
356,562722.2701646504
357,304881.3919215973
358,639057.297453916
359,-334749.97268201807
360,565159.9222792017
361,1348264.3665015865
362,88142.24041123438
363,-32946.500901971245
364,119644.92062225664
365,348803.9719982371
366,444190.60048519133
367,254942.09516673785
368,304329.94907892635
369,57607.4749238388
370,881117.4297647335
371,1266564.8388787638
372,849291.2436238661
373,475705.2054964525
374,482212.0453533145
375,1394514.00698527
376,134784.13356207492
377,287750.3585718453
378,902855.8347663531
379,746734.9962901752
380,355320.44465359964
381,753280.7345062622
382,695130.4744783501
383,356108.66280456237
384,680816.8496942589
385,661813.7039926655
386,1148739.0127457683
387,358748.50660237507
388,837857.9986687355
389,521729.55841570615
390,492423.41502828745
391,183542.35065190814
392,960122.2056782659
393,149026.73443233914
394,447050.3473490855
395,-196950.09698688288
396,403731.9791734144
397,20580.56355798908
398,934031.6549156305
399,617281.0794173047
400,657487.4191868644
401,111196.03553555085
402,1326855.4168430935
403,712515.8674310806
404,68932.69888882845
405,512626.43640663126
406,1574423.3431263212
407,1059237.4319599564
408,-36632.26317298334
409,249952.6109315951
410,962430.5971974599
411,702341.2021365712
412,91315.73705267697
413,241563.41118966194
414,103656.8064040374
415,561178.1364510225
416,470315.54214937484
417,440072.57008244644
418,136307.18053826952
419,474187.79754153953
420,540632.411878265
421,268834.4734675607
422,100865.2502630257
423,234132.58040126885
424,527355.7676717046
425,190039.0826886432
426,748234.5407764828
427,337907.4236741548
428,547317.0142651392
429,798620.8176504055
430,113464.6800981079
431,387937.2392035356
432,595599.6296064724
433,836724.3485990412
434,178510.38764034986
435,458731.86551150505
436,856411.4561206516
437,72598.82434817741
438,579231.73657708
439,1423297.4794235318
440,487447.15232835244
441,539649.7324364559
442,537322.1265316587
443,778367.7689437197
444,470495.30726987636
445,1412517.8111130274
446,665092.0425337458
447,368166.85708327696
448,424581.49360914005
449,1378374.9707903047
450,586946.6937496437
451,316377.0304245576
452,538644.0637324711
453,92088.63984554575
454,519616.7432857574
455,539255.8880014125
456,696655.4546816482
457,195457.0103441208
458,163420.0220603014
459,181491.95608284842
460,636351.8451941524
461,258683.2271649437
462,472918.5839207643
463,296920.36446369695
464,254324.12763983913
465,144172.7910410338
466,499656.96693246963
467,364555.86599899177
468,568759.9737835109
469,172145.43592149095
470,445945.56276994233
471,282502.08150830044
472,362401.83338986745
473,327690.47817150026
474,365925.82105034404
475,215245.44513442833
476,475637.4224343491
477,492376.0726517369
478,213792.11151473923
479,298866.6307559912
480,391665.0021206811
481,284269.49090416013
482,425072.5450447805
483,475801.1631155873
484,417261.383936145
485,285985.0469311853
486,395131.1313183451
487,566424.0864515053
488,456390.11430104007
489,298590.66755320935
490,361661.1276936092
491,1141511.3298902325
492,513704.34708960634
493,87508.31474762817
494,502026.70273350924
495,91349.49677715008
496,979434.1833019982
497,449615.8562483316
498,987035.1231634569
499,344638.011304975
500,601590.2625112986
501,818716.6696752425
502,777392.0706724261
503,773703.0027602068
504,195972.06003350398
505,675560.5441662534
506,551069.884459691
507,605402.6964590434
508,433757.9594852767
509,1117462.7354719648
510,333551.5713468529
511,864004.1570254279
512,1074552.0406049564
513,743264.8575390524
514,318845.8361141193
515,1276413.6834522807
516,655353.4375058763
517,511668.35635168897
518,494800.65929159126
519,433431.27727179835
520,489938.30524808716
521,206975.30145074648
522,44060.49735216476
523,1319565.7317354744
524,979889.970304883
525,712075.9878903287
526,330880.4206383494
527,665721.1084539354
528,439531.5201390616
529,641654.5660498521
530,316136.6481231492
531,274722.15910018445
532,191665.7307960646
533,441187.0076293085
534,1033567.8831886837
535,736661.5729719907
536,751003.3769846881
537,271374.22580554226
538,834012.6430216202
539,1136385.3229390485
540,379968.4799471585
541,121981.8540496772
542,906518.5785564607
543,1108806.059827156
544,152750.3632258576
545,1130456.0980426362
546,546263.9180169489
547,148875.50706002594
548,478563.8930176606
549,405420.4772285634
550,225762.73079508898
551,1144922.8023872236
552,460318.83889210457
553,423726.55988511024
554,219001.08421474847
555,481008.0011012007
556,221236.11789000354
557,810027.7699641266
558,433778.12161308876
559,278764.44460350816
560,349417.97776770487
561,277929.8398281029
562,200155.54040205048
563,1510285.1123288404
564,359925.89683641074
565,211475.70967424772
566,805745.8281039061
567,185170.70324717608
568,695277.0473523089
569,247795.35954393487
570,593997.195084837
571,445118.4565453973
572,227136.04178782244
573,354050.4431078143
574,640761.2878528124
575,751581.4178410193
576,-80309.24746341215
577,1181310.334806711
578,461815.50541703636
579,634575.2051097031
580,155494.89391931164
581,452456.28766120516
582,608188.6081717695
583,254739.6896335241
584,784038.3942226047
585,682543.811569436
586,158839.4317293663
587,271649.28473488806
588,331028.1069797495
589,378351.3382540755
590,532177.9612107099
591,536649.681142016
592,-185773.24463546206
593,500503.45362120646
594,-21684.106120653218
595,705710.5464130963
596,186294.55826640513
597,772024.6882561692
598,429208.7737095634
599,316034.85123685386
600,386682.4005289319
601,662685.4506769408
602,535106.8370678002
603,462698.7770723909
604,679522.538742706
605,657562.3468828334
606,114559.89744244824
607,687115.5399910085
608,542201.2171663857
609,683449.9942134356
610,917759.9193642956
611,518397.3886137571
612,167632.95394654095
613,599717.9665812184
614,1564422.536597414
615,115018.81353020424
616,775139.4749028317
617,783426.6043197699
618,325938.1727620509
619,394799.6532155442
620,835496.5994084383
621,718602.5022299289
622,470538.5827692504
623,352197.9746464173
624,593543.334977485
625,390467.4621119689
626,394254.80950242525
627,134159.75438839325
628,367779.29479404644
629,343203.1413968324
630,696740.698167466
631,342590.11859893485
632,828004.8156285275
633,233319.6663972058
634,669515.0897493135
635,412964.0021883021
636,445628.91933119576
637,572020.6649315931
638,230858.9133457722
639,96750.00047407462
640,426005.7350249076
641,119509.46462339716
642,438924.1092670511
643,653492.5108062526
644,1057982.2845155415
645,-181013.2402266236
646,394422.0706363991
647,409688.92490826244
648,472156.91874639574
649,402994.29227287613
650,254153.96629415167
651,1315907.7662840923
652,358105.5355743725
653,1438926.502021973
654,260741.63419091015
655,615163.8312213722
656,454287.83812033944
657,218521.24058731023
658,317052.1132389648
659,925362.3000786126
660,572119.5646958485
661,616530.2526714961
662,1053471.2654837002
663,334049.468971404
664,498600.0792481253
665,520543.3566853624
666,1496389.0050860168
667,366667.74444871093
668,362516.6727798622
669,552254.9271805247
670,548681.373680572
671,537515.9779424993
672,373441.6455962083
673,1677537.4806712568
674,267816.099226033
675,370520.6094351881
676,520280.4731375609
677,948227.0159984032
678,732796.3393617261
679,315801.5440371769
680,783449.9788252022
681,264881.7451768462
682,255546.7653954099
683,434057.3435614576
684,878968.354808556
685,480527.6617096234
686,276780.2095001675
687,662400.7590278222
688,762353.1689399155
689,790717.713568605
690,913261.4406359711
691,520768.88260414684
692,911879.9112418828
693,449553.77104951395
694,802030.9596765996
695,392391.8445963947
696,934173.3171053684
697,278545.2634146053
698,198687.96233216388
699,336344.10519159294
700,741531.2167155223
701,490274.4287268275
702,468479.68834901915
703,644816.3148505687
704,600595.975987557
705,589659.2489102407
706,404148.37991557317
707,393547.447818429
708,519139.08402444154
709,283290.98597025825
710,152650.8179681024
711,358428.2046371902
712,-113377.25367461587
713,355430.66986637877
714,650284.8554529604
715,302441.1422812905
716,476694.63795614836
717,301930.5943862683
718,1362807.686715383
719,344964.5078804878
720,547752.1009479122
721,99838.85731604876
722,479341.49971435464
723,71879.80200396501
724,502641.3338731325
725,624829.8752154557
726,488584.5621536006
727,338750.447447969
728,550938.8223281867
729,341550.6093679395
730,426918.8230069787
731,444256.83083700296
732,1257042.8874540152
733,136905.48418448982
734,459784.4795468538
735,518127.1769873982
736,835480.79026378
737,1604405.105285599
738,1203167.7678336608
739,243580.86687471694
740,300586.5245060966
741,550667.1982754002
742,696313.3912248521
743,939917.3411824804
744,272305.61264159187
745,475788.0812783241
746,179786.7915668919
747,758116.6156351867
748,712433.5413101296
749,106046.7128529257
750,278421.63199657405
751,680127.7008942456
752,433723.597641086
753,928625.3032672236
754,298445.1765209541
755,1104110.1228477755
756,335902.4555826526
757,100284.38802461338
758,474741.4316442902
759,407930.14782471955
760,325315.4556053395
761,393289.490993791
762,622135.7290582563
763,859811.7122172102
764,823989.7423105052
765,300295.1776530129
766,-5666.180360728962
767,466245.94627248147
768,294424.4318191343
769,474996.2442397112
770,471489.2142306961
771,660936.049806255
772,1030813.0811076398
773,1258671.162497499
774,383907.6749989084
775,613837.0913746771
776,870841.8401992783
777,642102.0664569697
778,645871.3824017815
779,661402.8880777708
780,664278.4894910428
781,132787.57392531936
782,965976.4231825083
783,747000.0238307688
784,798771.1908978247
785,277145.14144476486
786,486331.1992769821
787,305649.2571645266
788,120541.26002797432
789,497350.0352779679
790,939232.8950345338
791,3190.7322952365794
792,431050.34233309934
793,657941.1593118941
794,249590.2401166418
795,896403.1933940012
796,342482.83589955117
797,603398.876197236
798,450500.03746606887
799,713503.7188025328
800,211670.08738681843
801,1768168.03377936
802,474862.9616948912
803,1515711.8071844713
804,385790.35838096414
805,502042.763824282
806,377115.25125629315
807,798156.8413440483
808,767112.2838236974
809,227073.1445199321
810,170532.88343363808
811,675668.7456299029
812,234229.59638374596
813,454515.8436266391
814,346631.4851000486
815,957750.537356628
816,394344.19751664554
817,388289.92554128624
818,962221.0802792603
819,29922.909735179215
820,1142741.0415879544
821,925037.0967638065
822,747440.6446943211
823,1526531.1232886775
824,5495.6257112188905
825,890102.4377193163
826,1018771.574010915
827,584324.7670360305
828,285309.9882019845
829,431035.87296407204
830,9628.218968359113
831,572279.4553441262
832,972759.1000223743
833,133226.10801336606
834,571990.4904120346
835,319968.52836096834
836,711760.41778782
837,366576.8501536639
838,645311.8597558672
839,231668.32701535028
840,1074304.6948317494
841,346369.52595810173
842,250623.6486319577
843,715104.4440503136
844,430529.93367168366
845,1121983.2680876483
846,255464.2701653625
847,137306.96429771412
848,571157.886653691
849,649078.6843333822
850,2772246.7381626684
851,457813.615612393
852,96381.59848546417
853,419207.9847597085
854,674287.5497067422
855,397686.46081417927
856,120132.61565388448
857,383804.4653713831
858,1070095.7981367363
859,512472.54230803647
860,446736.49333884043
861,939263.3606212715
862,331763.01301367756
863,296606.6430589942
864,121418.97777113604
865,1331977.2375866775
866,661368.585204202
867,575147.7114160735
868,249217.79559442226
869,71583.85866196873
870,546298.4949970104
871,326569.42870082706
872,196698.28822699812
873,636447.9631243998
874,746937.2453083735
875,542374.6779014044
876,732005.5443978661
877,101476.05325750326
878,556993.5243374808
879,553734.4467283285
880,385348.4541876996
881,459070.9252172571
882,-30971.685234021366
883,814988.4230617039
884,302965.1178494359
885,257129.42195918213
886,183675.63567248848
887,1244144.0086738188
888,586525.1935735187
889,397203.82170772005
890,312944.86155418365
891,510443.2832348811
892,366350.39691324055
893,569547.5785713337
894,674060.7909742142
895,559492.1753227592
896,493197.11157483177
897,414865.2579100516
898,-95300.65239809937
899,764178.5071372314
900,259753.22916893766
901,347521.5767379182
902,702047.7841269217
903,349277.3922620348
904,182838.17103211337
905,901166.6037261734
906,112129.7293309209
907,729885.3753510575
908,193368.40800326172
909,586030.5539537615
910,732111.2246995275
911,285177.723774592
912,377033.9883663801
913,870760.6241410988
914,528731.90513878
915,381683.6738979849
916,437411.11581771926
917,363819.93473525543
918,153935.91102921322
919,308574.0210744471
920,217384.9676857695
921,612923.9859854105
922,832749.0367736864
923,863892.8150995552
924,255001.86325714702
925,442282.86652014253
926,270425.43047365255
927,328762.07658229733
928,979577.9524677288
929,367691.2476805637
930,595254.5239517442
931,314604.57496725
932,518262.07553718775
933,405180.39734705037
934,164589.86557388853
935,466157.5457732993
936,180173.60181100905
937,642323.0329162561
938,271248.7853681804
939,655805.3088563873
940,390228.4685186106
941,531431.9490600418
942,669862.6366264093
943,586336.5775527228
944,763515.9002324481
945,586158.9729551828
946,1188604.1458747047
947,497374.0208498334
948,706115.0712336635
949,699357.5198089085
950,357450.1067885404
951,1448806.8804462538
952,446283.2973312988
953,524852.3566094027
954,717133.652596111
955,1128752.7082558763
956,176720.02803212393
957,780808.5039529013
958,184683.132305243
959,526415.9154832514
960,691589.9890259666
961,294780.11021555355
962,863620.9877671775
963,496366.82811302366
964,299291.5013088208
965,1328229.681225271
966,218422.3731448531
967,1574222.996203287
968,336558.5023170974
969,653953.0423581706
970,472314.3014240826
971,201385.14876829804
972,415597.79520324746
973,205179.91485820693
974,395204.2984550325
975,134145.25011420052
976,1224493.3194003208
977,616169.851611629
978,-85077.94253754593
979,341374.09044894227
980,282144.91280094197
981,1220752.4489267431
982,269091.4080751227
983,510069.145074685
984,410719.9825900936
985,834528.6043623948
986,63009.30141139851
987,486037.0430184039
988,615170.0272409061
989,237252.79341788264
990,290553.028318648
991,666213.835672938
992,862767.1475552925
993,205202.2282568607
994,615877.9409812076
995,738787.0047963837
996,519437.3939616657
997,358300.52043743664
998,1602231.2127915518
999,837193.5442956031
1000,820259.3091503832
1001,218520.46283686493
1002,538251.639323136
1003,398987.21647786687
1004,641060.0171402865
1005,1107302.5432604142
1006,136207.4825404018
1007,690395.9131279557
1008,804839.5411147655
1009,449799.03957789345
1010,323965.52547406615
1011,1447175.8958193865
1012,724752.4266939124
1013,-27575.020612238877
1014,219865.7777392019
1015,1053463.525983523
1016,732569.3923532488
1017,611144.143253709
1018,578947.3098286241
1019,1345188.076019051
1020,315902.0247341383
1021,546876.6678140612
1022,556445.435082634
1023,68504.27145762654
1024,509594.4764597935
1025,511063.09640110645
1026,504452.9721172041
1027,556554.9939634419
1028,664118.4526396715
1029,372412.26639740914
1030,509341.360429768
1031,489980.3898820714
1032,-200342.42211305167
1033,447177.7975975061
1034,88614.65078731667
1035,432216.71718658484
1036,810976.5278439785
1037,700052.2640695296
1038,405839.98995192733
1039,305185.3540507257
1040,365286.7097436626
1041,308553.72067553655
1042,651005.2358305835
1043,1193659.9887663233
1044,814384.3365572294
1045,1142447.6615781756
1046,1117907.9886714867
1047,589054.7493245524
1048,488529.932983303
1049,144823.36044262507
1050,1483691.480925328
1051,162124.5958880093
1052,631192.3427880504
1053,411143.50745773653
1054,769888.8449811891
1055,628328.1559780944
1056,1119479.8254250442
1057,1470002.4037396028
1058,764797.4606695193
1059,343418.9716793768
1060,260818.16971487564
1061,605044.2901144754
1062,1050133.0120150754
1063,741326.6892412255
1064,776712.7536833202
1065,207125.43792890827
1066,859123.3677834525
1067,792163.1312167278
1068,833597.9495777289
1069,1790932.9944007443
1070,641319.6880966913
1071,333552.3631391637
1072,493170.04999739316
1073,347663.6853582001
1074,165631.27941817004
1075,359722.8702384024
1076,651502.0560483774
1077,4603.9883104354085
1078,550470.9622279088
1079,355642.2235657659
1080,453741.5277904889
1081,378012.9304614805
1082,833567.3505063249
1083,152280.2149127557
1084,14906.432077932463
1085,421305.5067969449
1086,251588.82152086793
1087,506092.24130037753
1088,1560968.8556980933
1089,896712.7446556742
1090,1070982.684634063
1091,586938.3405772159
1092,347933.54466701706
1093,16321.750220420974
1094,621843.0066612136
1095,585822.2150541182
1096,664734.7120892028
1097,384258.348268379
1098,624400.106575021
1099,334096.36468581634
1100,258036.90179618163
1101,427784.0549626127
1102,502123.23659315007
1103,643101.8060720426
1104,303636.1697628903
1105,480698.7889151878
1106,542302.247931653
1107,102808.73880399251
1108,454855.46564462176
1109,105149.67691672745
1110,503123.6626484868
1111,1110837.252446665
1112,567214.7444429127
1113,369893.0266491303
1114,755493.0862709846
1115,324939.98240610724
1116,209237.76185428986
1117,75833.1469576172
1118,1220280.6339662052
1119,218899.2015512889
1120,435502.10506622284
1121,232809.13856624794
1122,1153164.10559903
1123,537484.481319157
1124,654475.2407069496
1125,523013.71825401974
1126,414376.46212047176
1127,408568.9649151943
1128,454006.25372022984
1129,200933.20121414465
1130,459490.8029914915
1131,545982.102625941
1132,1069322.1356731276
1133,365235.6203647045
1134,600192.6327173073
1135,494697.50164208
1136,618081.7292766663
1137,588335.3954277963
1138,1350673.526524718
1139,712048.9664834919
1140,903579.575490736
1141,376900.24972157425
1142,-27055.932945975976
1143,306373.3887349691
1144,411016.4557051583
1145,1150914.373339675
1146,842749.1072381359
1147,663400.721255826
1148,279480.2238829935
1149,477477.06085448025
1150,397001.769477363
1151,539704.7877472353
1152,1060954.6312312377
1153,1702393.4511691588
1154,185731.9059150305
1155,490015.7081616359
1156,267683.04445397865
1157,641277.5963976653
1158,626330.6990824348
1159,911645.453735799
1160,446360.0951803868
1161,527675.0450258154
1162,625952.2534325669
1163,475508.1717928279
1164,302557.2169899577
1165,876176.3443294124
1166,898424.3241845666
1167,1170693.1659393813
1168,326523.0736761112
1169,430454.71190672705
1170,1146366.888024866
1171,221058.08945520228
1172,414895.85989189544
1173,102940.03751535638
1174,583024.9681148231
1175,718715.5371986129
1176,292690.7318331308
1177,1758656.8411948723
1178,427895.9652353957
1179,690384.3409459315
1180,439555.01229536533
1181,490660.90038269944
1182,662386.1650808766
1183,293504.59414945345
1184,1203974.6424758262
1185,500830.1141473
1186,699606.3400141004
1187,553404.7432633862
1188,459609.7439337231
1189,560375.2281275993
1190,709529.5663415877
1191,367949.38801848085
1192,203230.6953628183
1193,785759.5934087192
1194,515225.1947565597
1195,541165.9538677513
1196,693860.0612765813
1197,128342.73749016086
1198,533729.3707595589
1199,628417.6365417031
1200,852058.970802623
1201,323218.35291867645
1202,584496.9850626618
1203,204834.6511665209
1204,1244964.3140253946
1205,1105799.9625955108
1206,359087.1698606672
1207,737815.6339911554
1208,1143961.7819881947
1209,345263.4465625421
1210,238813.92089509103
1211,598579.808094459
1212,448814.42274911655
1213,144566.27073176618
1214,91715.56309460843
1215,1257587.1134888506
1216,369787.85798014165
1217,766876.1339017664
1218,686990.9109978689
1219,1106816.340580023
1220,236507.05096884468
1221,812447.9165502822
1222,948767.7547572023
1223,400872.2104106194
1224,342787.5775282469
1225,355368.0807124695
1226,257309.9832142382
1227,374657.120347371
1228,192585.85222311656
1229,129999.7281090722
1230,1152029.615746926
1231,491468.1761814705
1232,817713.9133566258
1233,954760.5415768259
1234,933315.4929638716
1235,433819.8631140491
1236,796437.3443564037
1237,231034.61297559465
1238,460774.4089524513
1239,806641.7193285418
1240,252024.5597573183
1241,351035.79748178995
1242,328727.3568119609
1243,708723.8607288427
1244,550528.8958699367
1245,1034249.2688961773
1246,95235.33862403914
1247,733151.5741096319
1248,742823.8231683952
1249,369969.2844978721
1250,483870.4678378147
1251,618918.661795885
1252,567671.9690334904
1253,571849.8734882764
1254,317007.469772586
1255,1333315.006522898
1256,284608.8593876452
1257,819238.5716301523
1258,342008.41248670523
1259,595494.1580890178
1260,365712.71638777165
1261,1220191.4757516752
1262,806956.8209270827
1263,788710.3359932618
1264,574477.2059460344
1265,719278.7373879165
1266,1157248.7698849924
1267,974696.0923319735
1268,908861.9520427611
1269,692557.3502754078
1270,98167.40790849924
1271,178041.95659346547
1272,282302.49344615045
1273,935252.8571241723
1274,396800.03172166494
1275,1217372.471996469
1276,518826.0026916164
1277,1069281.9487704905
1278,352265.0529453418
1279,106350.9776244383
1280,685895.7235635922
1281,46175.43855004868
1282,270215.01487422275
1283,1784805.9185412852
1284,607631.6294992989
1285,749941.678787853
1286,317970.34464584896
1287,600981.0407340697
1288,594199.1096651474
1289,423227.57837270526
1290,690085.9347031704
1291,289916.79103317554
1292,563553.722562923
1293,301069.5434770867
1294,542963.7091739768
1295,875572.8817871771
1296,537032.7613692419
1297,602802.8673660144
1298,171669.7278938581
1299,-160746.83233468636
1300,831865.1076402691
1301,637690.154368173
1302,332370.5303101799
1303,263107.7677839151
1304,158613.88103059103
1305,1351541.3640845786
1306,435605.48634176585
1307,822245.7166373745
1308,523523.3663947815
1309,44990.253363229276
1310,110400.859704545
1311,487035.2874031068
1312,455858.3688948011
1313,324862.0825737597
1314,566073.409462444
1315,586970.4798502169
1316,346781.21337884245
1317,545272.4833996524
1318,272805.2667956504
1319,526312.3381947712
1320,326856.0276754283
1321,490050.10690514604
1322,236698.11229796917
1323,744580.543591608
1324,476445.3131754773
1325,905313.5592366735
1326,370092.4137716658
1327,511953.76029869425
1328,589069.7248849823
1329,458472.0460739345
1330,361752.17230471666
1331,869050.5953988034
1332,459769.41808311956
1333,1107379.3970191777
1334,376279.45409646863
1335,340901.89525545086
1336,-134764.09763232127
1337,629785.1379835969
1338,691100.2395210941
1339,148507.95112223207
1340,735606.3546918434
1341,270571.52579664014
1342,199457.49003881292
1343,755966.8538136483
1344,101886.13039206417
1345,660564.3207750701
1346,150967.71060170274
1347,518377.94327787205
1348,314943.3668020769
1349,118655.62184458255
1350,1609271.4968248932
1351,249141.61947145173
1352,304630.9986428742
1353,823044.9660980069
1354,378354.9576643893
1355,444415.43162082916
1356,609665.5279230695
1357,1136433.6573466524
1358,461836.7192586693
1359,1290678.206086475
